Marca;Modelo;Versão;Ano;Estado;Cidade;Latitude;Longitude
FIAT;STRADA PLUS;FREEDOM 1.3 8V FIREFLY MEC COM 2P;2021;MS;Dourados;-22,2208;-54,8058
FIAT;UNO EVO;WAY 1.0 6V FLEX MEC COM 4P;2019;MS;Dourados;-22,2208;-54,8058
FORD;KA+;SEDAN SE 1.5 16V AT FLEX MEC BAS 4P;2019;MS;Naviraí;-23,0619;-54,1917
FORD;NEW ECOSPORT;FREESTYLE 1.5 12V AT6 FLEX AUT COM 4P;2019;MS;Itaquiraí;-23,4739;-54,1872
VOLKSWAGEN;POLO HATCH;200 1.0 12V(CONFORTLINE)(TOTALFLEX) AT6 MEC COMP 4P;2020;MS;Dourados;-22,2208;-54,8058
HYUNDAI;HB20;SENSE 1.0 MT5 MEC COM 4P;2024;MS;Dourados;-22,2208;-54,8058
CHEVROLET;COBALT;LTZ 1.8 8V ECO AT6 FLEX AUT BAS 4P;2019;MS;Ponta Porã;-22,5361;-55,7258
CHEVROLET;COBALT;LTZ 1.8 8V ECO AT6 FLEX AUT COM 4P;2017;MS;Ponta Porã;-22,5361;-55,7258
CHEVROLET;ONIX;ACTIV 1.4 8V AT6 ECO FLEX AUT COM 4P;2018;MS;Dourados;-22,2208;-54,8058
FORD;NEW ECOSPORT;SE 1.5 12V AT6 FLEX AUT COM 4P;2020;MS;Rio Brilhante;-21,8019;-54,5464
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT BAS 4P;2018;MS;Dourados;-22,2208;-54,8058
HYUNDAI;HB20X;STYLE 1.6 16V AT6 AUT COM 4P;2019;MS;Fátima do Sul;-22,3789;-54,5128
TOYOTA;HILUX CD;SR 4X4 2.8 TB AT6 AUT BAS 4P;2021;SP;São José do Rio Preto;-20,82;-49,3794
HYUNDAI;CRETA;ACTION 1.6 16V AT6 AUT COM 4P;2021;MS;Três Lagoas;-20,7847;-51,7006
CHEVROLET;ONIX;1.0 12V MT6 MEC COM 4P;2023;MS;Três Lagoas;-20,7847;-51,7006
FIAT;MOBI;LIKE 1.0 8V(FLEX) MEC COM 4P;2021;MS;Três Lagoas;-20,7847;-51,7006
HYUNDAI;CRETA;PULSE PLUS 1.6 16V AT6 FLEX AUT BAS 4P;2021;MS;Água Clara;-20,4469;-52,8789
HYUNDAI;HB20;SENSE 1.0 12V MT5 MEC COM 4P;2022;PR;Maringá;-23,4253;-51,9386
CHEVROLET;ONIX;LT 1.0 8V MT6 ECO FLEX MEC COM 4P;2019;PR;Londrina;-23,31;-51,1628
FORD;KA;SE 1.0 12V FLEX MEC COM 4P;2021;PR;Londrina;-23,31;-51,1628
FORD;NEW FIESTA;SEL 1.6 16V P.SHIFT FLEX AUT COM 4P;2017;PR;Apucarana;-23,5508;-51,4608
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2019;PR;Londrina;-23,31;-51,1628
HYUNDAI;HB20;UNIQUE 1.0 12V FLEX MEC COM 4P;2019;PR;Arapongas;-23,4189;-51,4239
HYUNDAI;HB20;UNIQUE 1.0 12V FLEX MEC COM 4P;2019;PR;Paranavaí;-23,0819;-52,4619
HYUNDAI;HB20S;COMFORT STYLE 1.6 16V MT6 MEC COM 4P;2017;PR;Sertanópolis;-23,0589;-51,0369
NISSAN;MARCH;SV 1.6 16V FLEXSTART MEC COM 4P;2018;PR;Londrina;-23,31;-51,1628
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2019;PR;Cambé;-23,2769;-51,2792
HYUNDAI;HB20;COMFORT 1.0 MT5 MEC BAS 4P;2022;PR;Ibiporã;-23,2692;-51,0481
HYUNDAI;HB20;PREMIUM 1.6 16V AT6 AUT COM 4P;2017;PR;Cambé;-23,2769;-51,2792
HYUNDAI;HB20S;VISION 1.0 12V MT5 MEC COM 4P;2022;PR;Rolândia;-23,3108;-51,3692
FORD;KA;SE 1.0 12V MEC COM 4P;2021;PR;Castro;-24,7911;-50,0119
FORD;NEW ECOSPORT;FREESTYLE 1.5 12V AT6 FLEX AUT COM 4P;2019;PR;Cambé;-23,2769;-51,2792
HYUNDAI;HB20;COMFORT PLUS 1.6 16V AT6 AUT COM 4P;2019;PR;Cornélio Procópio;-23,1828;-50,6469
HYUNDAI;HB20;EVOLUTION 1.0 TGDI 12V AT6 AUT COM 4P;2020;PR;Londrina;-23,31;-51,1628
VOLKSWAGEN;GOL;1.0 12V FLEX MEC COM 4P;2020;PR;Rolândia;-23,3108;-51,3692
VOLKSWAGEN;VOYAGE;(MEDIA PLUS) 1.0 12V MEC COM 4P;2022;PR;Londrina;-23,31;-51,1628
CITROEN;C3;URBAN TRAIL 1.6 16V AT6 FLEXSTART AUT BAS 4P;2019;PR;Londrina;-23,31;-51,1628
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT BAS 4P;2019;PR;Londrina;-23,31;-51,1628
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2020;PR;Londrina;-23,31;-51,1628
HYUNDAI;HB20;COMFORT PLUS 1.6 16V AT6 AUT BAS 4P;2016;PR;Londrina;-23,31;-51,1628
HYUNDAI;HB20;COMFORT STYLE 1.0 12V MT5 MEC BAS 4P;2017;PR;Londrina;-23,31;-51,1628
HYUNDAI;HB20;DIAMOND 1.0 TGDI 12V AT6 AUT COM 4P;2020;PR;Londrina;-23,31;-51,1628
HYUNDAI;HB20;SENSE 1.0 12V MT5 MEC BAS 4P;2020;PR;Londrina;-23,31;-51,1628
HYUNDAI;HB20;SENSE 1.0 12V MT5 MEC COM 4P;2020;PR;Bandeirantes;-23,1078;-50,3678
HYUNDAI;HB20S;STYLE 1.6 16V AT FLEX AUT COM 4P;2019;PR;Jataizinho;-23,2539;-50,98
JEEP;RENEGADE;1.8 AT6 16V AUT COM 4P;2020;PR;Loanda;-22,9231;-53,1372
CHEVROLET;ONIX;LT 1.4 8V MT6 ECO FLEX MEC COM 4P;2018;RS;Cachoeirinha;-29,9508;-51,0939
CHEVROLET;ONIX;LTZ 1.0 TB 12V AT6 AUT COM 4P;2020;RS;Porto Alegre;-30,0331;-51,23
CHEVROLET;ONIX;LTZ 1.4 8V MT6 ECO FLEX MEC COM 4P;2017;RS;Porto Alegre;-30,0331;-51,23
CHEVROLET;TRACKER;LT 4X2 1.4 TURBO AT6 FLEX AUT COM 4P;2019;RS;Xangri-Lá;-29,8044;-50,0439
CITROEN;C3;C3 FEEL PACK 1.6 AT FLEX AUT COM 5P;2023;RS;Esteio;-29,8519;-51,1842
FIAT;ARGO;TREKKING 1.8 16V AT6 AUT COM 4P;2020;RS;Porto Alegre;-30,0331;-51,23
FORD;KA;SE 1.0 12V MEC COM 4P;2020;RS;Porto Alegre;-30,0331;-51,23
FORD;NEW ECOSPORT;FREESTYLE 1.5 12V AT6 FLEX AUT COM 4P;2021;RS;Torres;-29,3353;-49,7269
HONDA;CITY;EX 1.5 16V CVT FLEX AUT COM 4P;2022;RS;Porto Alegre;-30,0331;-51,23
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2019;RS;Porto Alegre;-30,0331;-51,23
HYUNDAI;CRETA;PULSE PLUS 1.6 16V AT6 FLEX AUT COM 4P;2019;RS;Porto Alegre;-30,0331;-51,23
HYUNDAI;CRETA;SMART PLUS 1.6 16V AT6 AUT COM 4P;2021;RS;Porto Alegre;-30,0331;-51,23
HYUNDAI;HB20;SENSE 1.0 12V MT5 MEC COM 4P;2021;RS;Porto Alegre;-30,0331;-51,23
HYUNDAI;HB20;UNIQUE 1.0 12V FLEX MEC COM 4P;2019;RS;Porto Alegre;-30,0331;-51,23
HYUNDAI;HB20;UNIQUE 1.0 12V FLEX MEC COM 4P;2019;RS;Porto Alegre;-30,0331;-51,23
HYUNDAI;HB20X;STYLE 1.6 16V AT6 AUT COM 4P;2019;RS;Porto Alegre;-30,0331;-51,23
HYUNDAI;IX35;GL 2.0 16V AT AUT COM 4P;2019;RS;Canoas;-29,9178;-51,1836
JEEP;COMPASS;SPORT 2.0 16V AT6 FLEX AUT COMP 4P;2017;RS;Viamão;-30,0808;-51,0228
JEEP;RENEGADE;LONGITUDE(SEGURANCA) 1.8 AT6 16V AUT COM 4P;2017;SC;Jaguaruna;-28,6144;-49,0247
PEUGEOT;2008;ALLURE 1.6 16V AT6 AUT COM 4P;2020;RS;Porto Alegre;-30,0331;-51,23
PEUGEOT;2008;ALLURE PACK 1.6 16V AT6 AUT COM 4P;2020;RS;Porto Alegre;-30,0331;-51,23
PEUGEOT;2008;STYLE THP 1.6 16V AT6 AUT COM 4P;2023;RS;Porto Alegre;-30,0331;-51,23
PEUGEOT;208;GRIFFE 1.6 16V AT6 AUT COM 4P;2022;RS;Alvorada;-29,9911;-51,0808
PEUGEOT;208 HATCH;GRIFFE 1.6 16V (FLEXSTART) (AUT.) AUT BAS 4P;2017;RS;Porto Alegre;-30,0331;-51,23
TOYOTA;YARIS HATCH;X-WAY 1.5 16V CVT FLEX AUT COM 4P;2019;RS;Porto Alegre;-30,0331;-51,23
CHEVROLET;TRACKER;PREMIER 1.2 TURBO 12V AT6 AUT COM 4P;2021;RS;Alvorada;-29,9911;-51,0808
CITROEN;AIRCROSS;SHINE 1.6 16V(AUT.)(FLEXSTART) AUT COM 4P;2017;RS;Porto Alegre;-30,0331;-51,23
CITROEN;C3;C3 FEEL 1.6 MT FLEX MEC COM 5P;2023;RS;Cachoeirinha;-29,9508;-51,0939
CITROEN;C4 CACTUS;FEEL 1.6 16V AT FLEX AUT COM 4P;2022;RS;Porto Alegre;-30,0331;-51,23
CITROEN;C4 CACTUS;SHINE 1.6 THP 16V AT FLEX AUT COM 4P;2019;RS;Porto Alegre;-30,0331;-51,23
CITROEN;C4 PICASSO;INTENSIVE 1.6 16V THP AT AUT COM 4P;2018;SP;São Paulo;-23,5505;-46,6333
FORD;KA;SE PLUS 1.0 12V MEC COM 4P;2020;RS;Porto Alegre;-30,0331;-51,23
HONDA;WR-V;EX 1.5 16V CVT FLEXONE;2021;RS;Porto Alegre;-30,0331;-51,23
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2019;RS;Porto Alegre;-30,0331;-51,23
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2019;RS;Viamão;-30,0808;-51,0228
HYUNDAI;NEW IX35;2.0 16V AT AUT COM 4P;2017;RS;Porto Alegre;-30,0331;-51,23
HYUNDAI;SANTA FE;4WD 3.5 V6 AT AUT BAS 4P;2019;RS;Porto Alegre;-30,0331;-51,23
JEEP;COMPASS;LIMITED 2.0 16V AT6 FLEX AUT COM 4P;2020;RS;Gravataí;-29,9433;-50,9939
JEEP;COMPASS;SPORT 4X4 2.0 16V AT6 FLEX AUT COM 4P;2017;RS;Porto Alegre;-30,0331;-51,23
JEEP;RENEGADE;SPORT 1.8 AT6 16V AUT COM 4P;2021;RS;Porto Alegre;-30,0331;-51,23
NISSAN;MARCH;SL 1.6 16V CVT FLEXSTART AUT COM 4P;2020;RS;Porto Alegre;-30,0331;-51,23
NISSAN;VERSA;UNIQUE 1.6 16V CVT FLEXSTART AUT BAS 4P;2017;RS;Porto Alegre;-30,0331;-51,23
PEUGEOT;2008;ALLURE 1.6 16V AT6 AUT COM 4P;2020;RS;Porto Alegre;-30,0331;-51,23
RENAULT;KWID;INTENSE 1.0 12V SCE MEC COM 4P;2018;RS;Porto Alegre;-30,0331;-51,23
RENAULT;SANDERO;STEPWAY 1.6 16V SCE FLEX MEC COM 4P;2017;RS;Porto Alegre;-30,0331;-51,23
RENAULT;SANDERO;ZEN 1.0 12V SCE MEC COM 4P;2021;RS;Viamão;-30,0808;-51,0228
VOLKSWAGEN;FOX;XTREME 1.6 8V FLEX MEC COM 4P;2021;RS;Porto Alegre;-30,0331;-51,23
CHEVROLET;ONIX;ACTIV 1.4 8V AT6 ECO FLEX AUT COM 4P;2018;RS;Rio Pardo;-29,9883;-52,3719
CHEVROLET;ONIX;LTZ 1.0 TB 12V AT6 AUT COM 4P;2021;RS;Porto Alegre;-30,0331;-51,23
CHEVROLET;ONIX;PREMIER 1.0 TB 12V AT6 AUT COM 4P;2021;RS;Gravataí;-29,9433;-50,9939
HYUNDAI;HB20;UNIQUE 1.0 12V FLEX MEC COM 4P;2019;RS;Cachoeirinha;-29,9508;-51,0939
PEUGEOT;2008;GRIFFE 1.6 16V(FLEXSTART) MEC BAS 4P;2016;RS;Porto Alegre;-30,0331;-51,23
CHEVROLET;TRACKER;PREMIER 1.4 TURBO AT6 FLEX AUT COM 4P;2018;RS;Eldorado do Sul;-30,0839;-51,6178
CITROEN;AIRCROSS;LIVE 1.6 16V AT6 FLEXSTART AUT BAS 4P;2020;RS;Alvorada;-29,9911;-51,0808
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT BAS 4P;2020;RS;Porto Alegre;-30,0331;-51,23
HYUNDAI;CRETA;SMART PLUS 1.6 16V AT6 AUT BAS 4P;2021;RS;Canoas;-29,9178;-51,1836
HYUNDAI;HB20;VISON 1.0 12V MT5 MEC COM 4P;2022;RS;Canoas;-29,9178;-51,1836
RENAULT;DUSTER;ZEN 1.6 16V SCE CVT X-TRONIC AUT COM 4P;2021;RS;Porto Alegre;-30,0331;-51,23
CITROEN;C4 LOUNGE;SHINE 1.6 THP 16V AT6 FLEX AUT COM 4P;2019;RS;Novo Hamburgo;-29,6836;-51,1308
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2018;RS;Porto Alegre;-30,0331;-51,23
HYUNDAI;HB20S;PREMIUM 1.6 16V AT6 AUT COM 4P;2019;RS;Cidreira;-30,1608;-50,2339
PEUGEOT;208 HATCH;GRIFFE 1.6 16V (FLEXSTART) (AUT.) AUT BAS 4P;2017;RS;Porto Alegre;-30,0331;-51,23
CHEVROLET;ONIX;LT 1.4 8V MT6 ECO FLEX MEC COM 4P;2019;RS;Porto Alegre;-30,0331;-51,23
CITROEN;C4 CACTUS;FEEL 1.6 16V AT FLEX AUT COM 4P;2021;RS;Canoas;-29,9178;-51,1836
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2019;RS;Porto Alegre;-30,0331;-51,23
HYUNDAI;HB20;COMFORT 1.0 12V MEC COM 4P;2018;RS;Canoas;-29,9178;-51,1836
HYUNDAI;HB20;COMFORT PLUS 1.6 16V AT6 AUT COM 4P;2019;RS;Porto Alegre;-30,0331;-51,23
HYUNDAI;HB20S;COMFORT PLUS 1.0 12V(FLEX) MT5 COM 4P;2018;RS;Porto Alegre;-30,0331;-51,23
NISSAN;VERSA;SL 1.6 16V CVT FLEXSTART AUT COM 4P;2020;RS;Porto Alegre;-30,0331;-51,23
NISSAN;VERSA;UNIQUE(PACK PLUS) 1.6 16V CVT FLEXSTART AUT COM 4P;2017;RS;Nova Santa Rita;-29,8525;-51,2836
PEUGEOT;3008 SUV;ALLURE 1.6 THP 16V AT6 AUT COM 4P;2020;RS;Porto Alegre;-30,0331;-51,23
FORD;NEW ECOSPORT;SE 1.5 12V AT6 FLEX AUT BAS 4P;2020;RS;Porto Alegre;-30,0331;-51,23
PEUGEOT;408;BUSINESS THP 1.6 16V TIP FLEX AUT BAS 4P;2018;RS;Canoas;-29,9178;-51,1836
VOLKSWAGEN;T-CROSS;SENSE 200 1.0 TSI AT6 AUT COM 4P;2022;RS;Porto Alegre;-30,0331;-51,23
VOLKSWAGEN;VIRTUS;COMFORTLINE 200(TECH EDITION) 1.0 12V TSI AT6 AUT COM 4P;2018;RS;Porto Alegre;-30,0331;-51,23
CHEVROLET;ONIX PLUS;LTZ 1.0 TB 12V AT6 AUT COM 4P;2020;CE;Juazeiro do Norte;-7,2103;-39,3153
RENAULT;CAPTUR;LIFE 1.6 16V SCE CVT X-TRONIC AUT COM 4P;2019;CE;Barbalha;-7,3111;-39,3039
RENAULT;KWID;ZEN 1.0 12V SCE MEC COM 4P;2021;CE;Juazeiro do Norte;-7,2103;-39,3153
CHEVROLET;PRISMA;LT 1.4 8V MT6 ECO FLEX MEC COM 4P;2019;SP;Embu;-23,6489;-46,8522
CITROEN;C3;ATTRACTION PCD 1.6 16V AT6 FLEXSTART AUT BAS 4P;2018;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2017;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2019;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2020;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2017;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2017;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2018;SP;Caieiras;-23,3642;-46,7406
HYUNDAI;HB20;COMFORT PLUS 1.6 16V AT6 AUT COM 4P;2016;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20;COMFORT PLUS 1.6 16V AT6 AUT COM 4P;2016;SP;Santana de Parnaíba;-23,4453;-46,9208
HYUNDAI;HB20;COMFORT PLUS 1.6 16V AT6 AUT COM 4P;2016;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20;COMFORT PLUS 1.6 16V AT6 AUT COM 4P;2019;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20;EVOLUTION BLUELINK 1.0 TGDI 12V AT6 AUT COM 4P;2022;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20;PREMIUM 1.6 16V AT6 AUT COM 4P;2016;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20;UNIQUE 1.0 12V FLEX MEC COM 4P;2019;SP;São Paulo;-23,5505;-46,6333
JEEP;RENEGADE;1.8 AT6 16V AUT COM 4P;2019;SP;São Paulo;-23,5505;-46,6333
NISSAN;MARCH;SV 1.6 16V CVT FLEXSTART AUT COM 4P;2018;SP;São Paulo;-23,5505;-46,6333
RENAULT;DUSTER;ZEN 1.6 16V SCE MT6 MEC BAS 4P;2021;SP;São Paulo;-23,5505;-46,6333
SUZUKI;JIMNY;4ALL 4X4 1.3 DVVT 16V MEC COM 2P;2019;SP;São Paulo;-23,5505;-46,6333
VOLKSWAGEN;T-CROSS;COMFORTLINE 200(DESIGN VIEW) 1.0 TSI AT6 AUT COM 4P;2022;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;ATTITUDE 1.6 16V MT6 FLEX MEC COM 4P;2017;SP;São Caetano do Sul;-23,6229;-46,5548
FORD;KA;FREESTYLE 1.5 16V AT FLEX AUT COM 4P;2019;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2018;SP;Guarulhos;-23,4544;-46,5333
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2020;SP;Guarulhos;-23,4544;-46,5333
HYUNDAI;HB20;COMFORT STYLE 1.6 16V MT6 MEC COM 4P;2016;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20S;PREMIUM 1.6 16V AT6 AUT COM 4P;2016;SP;São Paulo;-23,5505;-46,6333
JEEP;COMPASS;LONGITUDE 2.0 16V AT6 FLEX AUT COM 4P;2018;SP;Guarulhos;-23,4544;-46,5333
VOLKSWAGEN;NIVUS;HIGHLINE 200 1.0 12V TSI AT6 AUT COM 4P;2021;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20;PREMIUM 1.6 16V AT6 AUT COM 4P;2018;SP;Guarulhos;-23,4544;-46,5333
HYUNDAI;HB20;UNIQUE 1.0 12V FLEX MEC BAS 4P;2019;SP;Guarulhos;-23,4544;-46,5333
HYUNDAI;HB20S;VISION 1.6 16V AT6 AUT COM 4P;2021;SP;Guarulhos;-23,4544;-46,5333
HYUNDAI;HB20X;VISION 1.6 16V MT6 MEC COM 4P;2022;SP;Guarulhos;-23,4544;-46,5333
TOYOTA;ETIOS SEDAN;X 1.5 16V AT(FLEX) AUT COM 4P;2019;SP;Guarulhos;-23,4544;-46,5333
CHEVROLET;ONIX;LTZ 1.0 TB 12V AT6 AUT COM 4P;2020;SP;Mogi das Cruzes;-23,5228;-46,1881
HYUNDAI;CRETA;SPORT 2.0 16V AT6 FLEX AUT COM 4P;2019;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;SPORT 2.0 16V AT6 FLEX AUT COM 4P;2019;SP;Guarulhos;-23,4544;-46,5333
HYUNDAI;HB20;PREMIUM 1.6 16V AT6 AUT COM 4P;2019;SP;Guarulhos;-23,4544;-46,5333
HYUNDAI;HB20S;COMFORT PLUS 1.6 16V MT6 COM 4P;2019;SP;Guarulhos;-23,4544;-46,5333
FORD;NEW ECOSPORT;100 ANOS 1.5 12V AT6 AUT COM 4P;2020;SP;Guarulhos;-23,4544;-46,5333
HYUNDAI;HB20;R SPEC AT 1.6 16V(FLEX) AUT COM 4P;2016;SP;Guarulhos;-23,4544;-46,5333
HYUNDAI;HB20;VISON 1.0 12V MT5 MEC COM 4P;2020;SP;Osasco;-23,5329;-46,7925
HYUNDAI;HB20S;COMFORT PLUS 1.6 16V(FLEX) MEC COM 4P;2014;SP;Guarulhos;-23,4544;-46,5333
VOLKSWAGEN;T-CROSS;COMFORTLINE 200 1.0 TSI AT6 FLEX AUT COM 4P;2022;SP;Guarulhos;-23,4544;-46,5333
CITROEN;C4 CACTUS;FEEL 1.6 16V AT FLEX AUT COM 4P;2020;SP;São Paulo;-23,5505;-46,6333
FORD;NEW ECOSPORT;SE 1.5 12V AT6 FLEX AUT COM 4P;2020;SP;Guarulhos;-23,4544;-46,5333
HYUNDAI;HB20;COMFORT PLUS 1.0 12V FLEX MEC COM 4P;2019;SP;Guarulhos;-23,4544;-46,5333
HYUNDAI;HB20;COMFORT PLUS 1.6 16V MT6 MEC COM 4P;2019;SP;Guarulhos;-23,4544;-46,5333
HYUNDAI;HB20;UNIQUE 1.0 12V FLEX MEC COM 4P;2019;SP;São Paulo;-23,5505;-46,6333
VOLKSWAGEN;FOX;CONNECT 1.6 8V FLEX MEC COM 4P;2018;SP;Guarulhos;-23,4544;-46,5333
CHEVROLET;ONIX PLUS;LTZ 1.0 TB 12V MT6 MEC COM 4P;2020;SP;Águas de Lindóia;-22,4764;-46,6328
FIAT;CRONOS;PRECISION 1.8 16V AT6 FLEX AUT COM 4P;2019;SP;Guarulhos;-23,4544;-46,5333
FORD;KA;SE 1.0 12V MEC COM 4P;2019;SP;São Paulo;-23,5505;-46,6333
FORD;NEW ECOSPORT;SE 1.5 16V FLEX MEC COM 4P;2019;SP;Taboão da Serra;-23,6261;-46,7917
HONDA;CITY SEDAN;(N.GERACAO) EXL-CVT 1.5 16V(FLEX) AUT COM 4P;2018;SP;São Pedro;-22,5489;-47,9139
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2020;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2021;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;SPORT 2.0 16V AT6 FLEX AUT COM 4P;2018;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20;COMFORT 1.0 12V MEC COM 4P;2018;SP;Guarulhos;-23,4544;-46,5333
HYUNDAI;HB20;SENSE 1.0 12V MT5 MEC COM 4P;2022;SP;Atibaia;-23,1169;-46,5503
HYUNDAI;HB20;UNIQUE 1.0 12V FLEX MEC COM 4P;2019;SP;Guarulhos;-23,4544;-46,5333
HYUNDAI;HB20S;COMFORT PLUS 1.6 16V AT6 AUT COM 4P;2018;SP;Guarulhos;-23,4544;-46,5333
RENAULT;KWID;ZEN 1.0 12V MEC COM 4P;2022;SP;Guarulhos;-23,4544;-46,5333
HYUNDAI;HB20 HATCH;PREMIUM(AUT.)1.6 16V(FLEX) AUT COM 4P;2015;SP;Guarulhos;-23,4544;-46,5333
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2020;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20S;COMFORT PLUS 1.0 12V(FLEX) MT5 COM 4P;2019;SP;Bragança Paulista;-22,9522;-46,5419
CHEVROLET;ONIX;LTZ 1.0 TB 12V MT6 MEC COM 4P;2021;SP;São Paulo;-23,5505;-46,6333
CHEVROLET;ONIX PLUS;LTZ 1.0 TB 12V MT6 MEC COM 4P;2022;SP;São Paulo;-23,5505;-46,6333
CHEVROLET;SPIN;LT 1.8 8V ECO MT6 FLEX MEC COM 4P;2019;SP;São Paulo;-23,5505;-46,6333
CHEVROLET;TRACKER;1.2 TURBO 12V AT6 AUT COM 4P;2021;SP;Itapevi;-23,5489;-46,9342
CHEVROLET;TRACKER;PREMIER 1.4 TURBO AT6 FLEX AUT COM 4P;2018;SP;Cotia;-23,6039;-46,9192
CITROEN;C4 CACTUS;100ANOS 1.6 THP 16V AT AUT COM 4P;2020;SP;Taboão da Serra;-23,6261;-46,7917
FIAT;CRONOS;PRECISION 1.8 16V AT6 FLEX AUT COM 4P;2019;SP;São Paulo;-23,5505;-46,6333
FIAT;TORO;ENDURANCE 1.8 16V MT5 MEC COM 4P;2021;SP;São Paulo;-23,5505;-46,6333
FORD;NEW ECOSPORT;FREESTYLE 1.5 12V AT6 FLEX AUT COM 4P;2019;SP;Mogi das Cruzes;-23,5228;-46,1881
FORD;NEW ECOSPORT;SE 1.5 12V AT6 FLEX AUT COM 4P;2018;SP;Barueri;-23,5111;-46,8761
FORD;TERRITORY;TITANIUM 1.5 16V TB GTDI CVT AUT COM 4P;2022;SP;São Paulo;-23,5505;-46,6333
HONDA;NEW FIT;(N.GERACAO) EX-CVT 1.5 16V(FLEXONE) AUT COM 4P;2017;SP;Barueri;-23,5111;-46,8761
HYUNDAI;CRETA;ACTION 1.6 16V AT6 AUT BAS 4P;2024;SP;Santana de Parnaíba;-23,4453;-46,9208
HYUNDAI;CRETA;ACTION 1.6 16V AT6 AUT COM 4P;2021;SP;Itapevi;-23,5489;-46,9342
HYUNDAI;CRETA;ACTION 1.6 16V AT6 AUT COM 4P;2021;SP;Osasco;-23,5329;-46,7925
HYUNDAI;CRETA;ACTION 1.6 16V AT6 AUT COM 4P;2022;SP;Carapicuíba;-23,5231;-46,8406
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2018;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2019;SP;Itapevi;-23,5489;-46,9342
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2020;SP;Santana de Parnaíba;-23,4453;-46,9208
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2020;SP;Osasco;-23,5329;-46,7925
HYUNDAI;CRETA;LIMITED 1.0 12V T-GDI AT AUT COM 4P;2022;SP;Carapicuíba;-23,5231;-46,8406
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2018;SP;Jandira;-23,5278;-46,9028
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2018;SP;Osasco;-23,5329;-46,7925
